Comp ratio,Temp,perturb,val_loss,val_r2,time_seconds
0.9,80,0.0005,1.1176650762557983,0.0003285408020019531,0.8327591419219971
0.8,80,0.0005,1.171200216293335,-0.047554850578308105,0.9591398239135742
0.7,80,0.0005,1.1541718072891236,-0.03232407569885254,1.0024757385253906
0.6,80,0.0005,0.545025342464447,0.5125137567520142,0.9605700969696045
0.5,80,0.0005,0.3658958125114441,0.6727323532104492,0.9850561618804932
0.4,80,0.0005,1.2027109780311585,-0.07573902606964111,1.0255329608917236
0.3,80,0.0005,1.1150967073440552,0.002625763416290283,1.1460421085357666
0.2,80,0.0005,1.118033772468567,-1.3113021850585938e-06,1.3022358417510986
0.1,80,0.0005,1.1259129512310029,-0.007048606872558594,1.374967098236084
