Comp_ratio,r2_score
0.9,0.9998824780157300
0.8,0.99987352161039
0.7,0.9998909365327320
0.6,0.9998361513692810
0.5,0.999823963412729
0.4,0.8423217845872230
0.3,0.8376394052379090
0.2,0.9411149335233530
0.1,0.8368799521818470
